imdb_rating,n_lines,n_directions,n_words,n_speak_char,andy,angela,creed,darryl,david,dwight,erin,gabe,holly,jan,jim,karen,kelly,kevin,meredith,michael,nellie,oscar,pam,phyllis,robert,ryan,stanley,toby,andy_perc,angela_perc,creed_perc,darryl_perc,david_perc,dwight_perc,erin_perc,gabe_perc,holly_perc,jan_perc,jim_perc,karen_perc,kelly_perc,kevin_perc,meredith_perc,michael_perc,nellie_perc,oscar_perc,pam_perc,phyllis_perc,robert_perc,ryan_perc,stanley_perc,toby_perc,michael_dummy,dwight_dummy,jim_dummy,pam_dummy,andy_dummy,angela_dummy,kevin_dummy,erin_dummy,oscar_dummy,ryan_dummy,darryl_dummy,phyllis_dummy,kelly_dummy,toby_dummy,jan_dummy,stanley_dummy,meredith_dummy,holly_dummy,nellie_dummy,gabe_dummy,robert_dummy,creed_dummy,david_dummy,karen_dummy,writer_Aaron Shure,writer_Allison Silverman,writer_B.J. Novak,writer_Brent Forrester,writer_Carrie Kemper,writer_Charlie Grandy,writer_Daniel Chun,writer_Gene Stupnitsky;Lee Eisenberg,writer_Greg Daniels,writer_Halsted Sullivan;Warren Lieberstein,writer_Jennifer Celotta,writer_Justin Spitzer,writer_Lee Eisenberg;Gene Stupnitsky,writer_Michael Schur,writer_Mindy Kaling,writer_Owen Ellickson,writer_Paul Lieberstein,writer_Robert Padnick,writer_Steve Hely,writer_Warren Lieberstein;Halsted Sullivan,low_appearance_writer,director_B.J. Novak,director_Brent Forrester,director_Charles McDougall,director_David Rogers,director_Greg Daniels,director_Harold Ramis,director_Jeffrey Blitz,director_Jennifer Celotta,director_John Krasinski,director_Ken Kwapis,director_Ken Whittingham,director_Matt Sohn,director_Paul Feig,director_Paul Lieberstein,director_Rainn Wilson,director_Randall Einhorn,director_Steve Carell,director_Troy Miller,director_Tucker Gates,low_appearance_director,multi_part
8.8,487,68,5243,22,7.0,48.0,9.0,5.0,0.0,54.0,0.0,0.0,0.0,7.0,50.0,0.0,6.0,18.0,19.0,130.0,0.0,9.0,81.0,4.0,0.0,8.0,9.0,9.0,0.014373716632443531,0.09856262833675565,0.018480492813141684,0.01026694045174538,0.0,0.11088295687885011,0.0,0.0,0.0,0.014373716632443531,0.1026694045174538,0.0,0.012320328542094456,0.03696098562628337,0.039014373716632446,0.2669404517453799,0.0,0.018480492813141684,0.16632443531827515,0.008213552361396304,0.0,0.01642710472279261,0.018480492813141684,0.018480492813141684,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.4,551,108,5567,20,14.0,23.0,10.0,0.0,0.0,67.0,0.0,0.0,0.0,16.0,41.0,0.0,20.0,13.0,0.0,139.0,0.0,3.0,50.0,13.0,0.0,78.0,5.0,18.0,0.045454545454545456,0.07467532467532467,0.032467532467532464,0.0,0.0,0.21753246753246752,0.0,0.0,0.0,0.05194805194805195,0.1331168831168831,0.0,0.06493506493506493,0.04220779220779221,0.0,0.4512987012987013,0.0,0.00974025974025974,0.16233766233766234,0.04220779220779221,0.0,0.2532467532467532,0.016233766233766232,0.05844155844155844,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.5,545,46,5427,28,45.0,49.0,0.0,9.0,0.0,83.0,0.0,0.0,0.0,6.0,67.0,0.0,8.0,14.0,12.0,147.0,0.0,8.0,24.0,9.0,0.0,7.0,7.0,0.0,0.17647058823529413,0.19215686274509805,0.0,0.03529411764705882,0.0,0.3254901960784314,0.0,0.0,0.0,0.023529411764705882,0.2627450980392157,0.0,0.03137254901960784,0.054901960784313725,0.047058823529411764,0.5764705882352941,0.0,0.03137254901960784,0.09411764705882353,0.03529411764705882,0.0,0.027450980392156862,0.027450980392156862,0.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.7,452,53,4902,28,11.0,4.0,7.0,10.0,0.0,39.0,0.0,0.0,0.0,31.0,41.0,0.0,13.0,10.0,1.0,136.0,0.0,25.0,50.0,2.0,0.0,21.0,7.0,2.0,0.05851063829787234,0.02127659574468085,0.03723404255319149,0.05319148936170213,0.0,0.2074468085106383,0.0,0.0,0.0,0.16489361702127658,0.21808510638297873,0.0,0.06914893617021277,0.05319148936170213,0.005319148936170213,0.723404255319149,0.0,0.13297872340425532,0.26595744680851063,0.010638297872340425,0.0,0.11170212765957446,0.03723404255319149,0.010638297872340425,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.8,208,37,2648,22,21.0,2.0,2.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,3.0,3.0,61.0,0.0,1.0,18.0,7.0,0.0,8.0,1.0,0.0,0.040697674418604654,0.003875968992248062,0.003875968992248062,0.01937984496124031,0.0,0.01937984496124031,0.0,0.0,0.0,0.0,0.05426356589147287,0.0,0.0,0.005813953488372093,0.005813953488372093,0.1182170542635659,0.0,0.001937984496124031,0.03488372093023256,0.013565891472868217,0.0,0.015503875968992248,0.001937984496124031,0.0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.5,281,32,2914,13,8.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,69.0,25.0,0.0,2.0,0.0,82.0,0.0,10.0,18.0,2.0,0.0,0.0,10.0,7.0,0.014519056261343012,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.12522686025408347,0.045372050816696916,0.0,0.003629764065335753,0.0,0.14882032667876588,0.0,0.018148820326678767,0.032667876588021776,0.003629764065335753,0.0,0.0,0.018148820326678767,0.012704174228675136,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.3,233,64,2718,15,7.0,7.0,12.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,2.0,5.0,65.0,0.0,7.0,11.0,4.0,0.0,0.0,2.0,16.0,0.012844036697247707,0.012844036697247707,0.022018348623853212,0.0,0.0,0.045871559633027525,0.0,0.0,0.0,0.0,0.12477064220183487,0.0,0.001834862385321101,0.003669724770642202,0.009174311926605505,0.11926605504587157,0.0,0.012844036697247707,0.02018348623853211,0.007339449541284404,0.0,0.0,0.003669724770642202,0.029357798165137616,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.7,244,44,2804,20,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,28.0,14.0,0.0,15.0,4.0,1.0,79.0,0.0,1.0,21.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.00663716814159292,0.00663716814159292,0.011061946902654867,0.0,0.0,0.0,0.061946902654867256,0.030973451327433628,0.0,0.033185840707964605,0.008849557522123894,0.0022123893805309734,0.1747787610619469,0.0,0.0022123893805309734,0.046460176991150445,0.0,0.0,0.022123893805309734,0.0,0.008849557522123894,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.3,282,51,2805,15,10.0,12.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,73.0,38.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,28.0,1.0,0.0,0.0,1.0,0.0,0.04807692307692308,0.057692307692307696,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.35096153846153844,0.18269230769230768,0.0,0.0,0.0,0.0,0.42788461538461536,0.0,0.0,0.1346153846153846,0.004807692307692308,0.0,0.0,0.004807692307692308,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.1,220,61,2680,20,14.0,1.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,0.0,72.0,0.0,2.0,35.0,9.0,0.0,0.0,1.0,0.0,0.0498220640569395,0.0035587188612099642,0.010676156583629894,0.0,0.0,0.060498220640569395,0.0,0.0,0.0,0.0,0.07473309608540925,0.0,0.0,0.0711743772241993,0.0,0.25622775800711745,0.0,0.0071174377224199285,0.12455516014234876,0.03202846975088968,0.0,0.0,0.0035587188612099642,0.0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,308,40,2819,25,4.0,4.0,2.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,3.0,1.0,87.0,0.0,7.0,13.0,3.0,0.0,60.0,4.0,8.0,0.017167381974248927,0.017167381974248927,0.008583690987124463,0.0,0.0,0.18025751072961374,0.0,0.0,0.0,0.0,0.15879828326180256,0.0,0.012875536480686695,0.012875536480686695,0.004291845493562232,0.37339055793991416,0.0,0.030042918454935622,0.055793991416309016,0.012875536480686695,0.0,0.2575107296137339,0.017167381974248927,0.034334763948497854,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.4,255,26,2816,15,23.0,3.0,1.0,13.0,0.0,32.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,8.0,0.0,87.0,0.0,2.0,16.0,7.0,0.0,6.0,23.0,10.0,0.0942622950819672,0.012295081967213115,0.004098360655737705,0.05327868852459016,0.0,0.13114754098360656,0.0,0.0,0.0,0.0,0.0942622950819672,0.0,0.004098360655737705,0.03278688524590164,0.0,0.35655737704918034,0.0,0.00819672131147541,0.06557377049180328,0.028688524590163935,0.0,0.02459016393442623,0.0942622950819672,0.040983606557377046,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.9,188,55,2256,20,13.0,4.0,4.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,7.0,1.0,45.0,0.0,5.0,33.0,2.0,0.0,0.0,0.0,0.0,0.04609929078014184,0.014184397163120567,0.014184397163120567,0.02127659574468085,0.0,0.03546099290780142,0.0,0.0,0.0,0.0,0.0673758865248227,0.0,0.0035460992907801418,0.024822695035460994,0.0035460992907801418,0.1595744680851064,0.0,0.01773049645390071,0.11702127659574468,0.0070921985815602835,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.3,516,96,4960,22,7.0,14.0,7.0,2.0,0.0,37.0,0.0,0.0,68.0,24.0,59.0,0.0,4.0,23.0,4.0,159.0,0.0,1.0,42.0,16.0,0.0,5.0,1.0,37.0,0.031818181818181815,0.06363636363636363,0.031818181818181815,0.00909090909090909,0.0,0.16818181818181818,0.0,0.0,0.3090909090909091,0.10909090909090909,0.2681818181818182,0.0,0.01818181818181818,0.10454545454545454,0.01818181818181818,0.7227272727272728,0.0,0.004545454545454545,0.19090909090909092,0.07272727272727272,0.0,0.022727272727272728,0.004545454545454545,0.16818181818181818,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8.8,507,91,5280,24,29.0,26.0,5.0,10.0,0.0,49.0,0.0,0.0,55.0,5.0,63.0,0.0,12.0,14.0,4.0,115.0,0.0,18.0,36.0,16.0,0.0,20.0,8.0,1.0,0.05719921104536489,0.05128205128205128,0.009861932938856016,0.01972386587771203,0.0,0.09664694280078895,0.0,0.0,0.10848126232741617,0.009861932938856016,0.1242603550295858,0.0,0.023668639053254437,0.027613412228796843,0.007889546351084813,0.22682445759368836,0.0,0.03550295857988166,0.07100591715976332,0.03155818540433925,0.0,0.03944773175542406,0.015779092702169626,0.0019723865877712033,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8.3,220,39,2786,18,12.0,2.0,1.0,0.0,0.0,14.0,0.0,0.0,51.0,0.0,27.0,0.0,3.0,5.0,13.0,58.0,0.0,5.0,9.0,3.0,0.0,3.0,3.0,0.0,0.038834951456310676,0.006472491909385114,0.003236245954692557,0.0,0.0,0.045307443365695796,0.0,0.0,0.1650485436893204,0.0,0.08737864077669903,0.0,0.009708737864077669,0.016181229773462782,0.042071197411003236,0.18770226537216828,0.0,0.016181229773462782,0.02912621359223301,0.009708737864077669,0.0,0.009708737864077669,0.009708737864077669,0.0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,270,48,2702,16,13.0,13.0,2.0,9.0,0.0,35.0,0.0,0.0,10.0,38.0,27.0,0.0,2.0,4.0,1.0,79.0,0.0,3.0,25.0,7.0,0.0,0.0,2.0,0.0,0.05078125,0.05078125,0.0078125,0.03515625,0.0,0.13671875,0.0,0.0,0.0390625,0.1484375,0.10546875,0.0,0.0078125,0.015625,0.00390625,0.30859375,0.0,0.01171875,0.09765625,0.02734375,0.0,0.0,0.0078125,0.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,268,43,2436,20,7.0,8.0,2.0,8.0,0.0,31.0,0.0,0.0,36.0,0.0,21.0,0.0,0.0,5.0,0.0,75.0,0.0,5.0,5.0,23.0,0.0,0.0,1.0,0.0,0.025362318840579712,0.028985507246376812,0.007246376811594203,0.028985507246376812,0.0,0.11231884057971014,0.0,0.0,0.13043478260869565,0.0,0.07608695652173914,0.0,0.0,0.018115942028985508,0.0,0.2717391304347826,0.0,0.018115942028985508,0.018115942028985508,0.08333333333333333,0.0,0.0,0.0036231884057971015,0.0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,295,44,2791,17,40.0,0.0,2.0,29.0,0.0,36.0,0.0,0.0,32.0,0.0,25.0,0.0,5.0,1.0,1.0,59.0,0.0,1.0,25.0,4.0,0.0,4.0,1.0,0.0,0.1388888888888889,0.0,0.006944444444444444,0.10069444444444445,0.0,0.125,0.0,0.0,0.1111111111111111,0.0,0.08680555555555555,0.0,0.017361111111111112,0.003472222222222222,0.003472222222222222,0.2048611111111111,0.0,0.003472222222222222,0.08680555555555555,0.013888888888888888,0.0,0.013888888888888888,0.003472222222222222,0.0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,367,78,3214,15,26.0,6.0,0.0,1.0,0.0,85.0,0.0,0.0,0.0,0.0,104.0,0.0,23.0,2.0,0.0,63.0,0.0,0.0,30.0,0.0,0.0,6.0,0.0,0.0,0.08150470219435736,0.018808777429467086,0.0,0.003134796238244514,0.0,0.2664576802507837,0.0,0.0,0.0,0.0,0.32601880877742945,0.0,0.07210031347962383,0.006269592476489028,0.0,0.1974921630094044,0.0,0.0,0.09404388714733543,0.0,0.0,0.018808777429467086,0.0,0.0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.2,325,82,2711,26,69.0,10.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,22.0,0.0,15.0,2.0,5.0,77.0,0.0,38.0,14.0,2.0,0.0,13.0,3.0,0.0,0.2518248175182482,0.0364963503649635,0.0036496350364963502,0.0,0.0,0.058394160583941604,0.0,0.0,0.0,0.0,0.08029197080291971,0.0,0.05474452554744526,0.0072992700729927005,0.01824817518248175,0.28102189781021897,0.0,0.1386861313868613,0.051094890510948905,0.0072992700729927005,0.0,0.04744525547445255,0.010948905109489052,0.0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.6,298,41,2876,20,6.0,2.0,2.0,0.0,11.0,38.0,0.0,0.0,0.0,0.0,31.0,0.0,10.0,2.0,2.0,90.0,0.0,3.0,26.0,3.0,0.0,18.0,0.0,29.0,0.02197802197802198,0.007326007326007326,0.007326007326007326,0.0,0.040293040293040296,0.1391941391941392,0.0,0.0,0.0,0.0,0.11355311355311355,0.0,0.03663003663003663,0.007326007326007326,0.007326007326007326,0.32967032967032966,0.0,0.01098901098901099,0.09523809523809523,0.01098901098901099,0.0,0.06593406593406594,0.0,0.10622710622710622,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.7,323,44,2720,16,18.0,23.0,1.0,0.0,6.0,29.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,3.0,1.0,100.0,0.0,31.0,58.0,2.0,0.0,0.0,4.0,2.0,0.08181818181818182,0.10454545454545454,0.004545454545454545,0.0,0.02727272727272727,0.1318181818181818,0.0,0.0,0.0,0.0,0.1409090909090909,0.0,0.004545454545454545,0.013636363636363636,0.004545454545454545,0.45454545454545453,0.0,0.1409090909090909,0.2636363636363636,0.00909090909090909,0.0,0.0,0.01818181818181818,0.00909090909090909,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.4,240,42,2683,19,8.0,12.0,1.0,6.0,0.0,27.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,3.0,36.0,65.0,0.0,5.0,6.0,19.0,0.0,0.0,4.0,15.0,0.02962962962962963,0.044444444444444446,0.003703703703703704,0.022222222222222223,0.0,0.1,0.0,0.0,0.0,0.0,0.0962962962962963,0.0,0.003703703703703704,0.011111111111111112,0.13333333333333333,0.24074074074074073,0.0,0.018518518518518517,0.022222222222222223,0.07037037037037037,0.0,0.0,0.014814814814814815,0.05555555555555555,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.7,291,63,2476,15,65.0,22.0,2.0,0.0,8.0,66.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,8.0,6.0,52.0,0.0,10.0,9.0,3.0,0.0,0.0,2.0,0.0,0.24253731343283583,0.08208955223880597,0.007462686567164179,0.0,0.029850746268656716,0.2462686567164179,0.0,0.0,0.0,0.0,0.12686567164179105,0.0,0.007462686567164179,0.029850746268656716,0.022388059701492536,0.19402985074626866,0.0,0.03731343283582089,0.033582089552238806,0.011194029850746268,0.0,0.0,0.007462686567164179,0.0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.1,262,58,2464,23,5.0,3.0,1.0,0.0,9.0,73.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,14.0,2.0,90.0,0.0,3.0,5.0,4.0,0.0,0.0,5.0,0.0,0.01694915254237288,0.010169491525423728,0.003389830508474576,0.0,0.030508474576271188,0.24745762711864408,0.0,0.0,0.0,0.0,0.04745762711864407,0.0,0.006779661016949152,0.04745762711864407,0.006779661016949152,0.3050847457627119,0.0,0.010169491525423728,0.01694915254237288,0.013559322033898305,0.0,0.0,0.01694915254237288,0.0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.6,416,93,4855,26,23.0,16.0,4.0,6.0,1.0,73.0,0.0,0.0,0.0,0.0,35.0,0.0,3.0,8.0,3.0,118.0,0.0,11.0,32.0,11.0,0.0,0.0,28.0,0.0,0.06267029972752043,0.043596730245231606,0.010899182561307902,0.01634877384196185,0.0027247956403269754,0.1989100817438692,0.0,0.0,0.0,0.0,0.09536784741144415,0.0,0.008174386920980926,0.021798365122615803,0.008174386920980926,0.3215258855585831,0.0,0.02997275204359673,0.08719346049046321,0.02997275204359673,0.0,0.0,0.07629427792915532,0.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.1,300,50,2735,20,0.0,4.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,35.0,0.0,9.0,15.0,3.0,86.0,0.0,14.0,32.0,11.0,0.0,0.0,2.0,0.0,0.0,0.01238390092879257,0.0,0.0,0.0,0.09597523219814241,0.0,0.0,0.0,0.0,0.10835913312693499,0.0,0.02786377708978328,0.04643962848297214,0.009287925696594427,0.26625386996904027,0.0,0.043343653250773995,0.09907120743034056,0.034055727554179564,0.0,0.0,0.006191950464396285,0.0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.7,311,67,3223,13,12.0,0.0,2.0,3.0,25.0,71.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,10.0,0.0,113.0,0.0,7.0,24.0,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.008333333333333333,0.0125,0.10416666666666667,0.29583333333333334,0.0,0.0,0.0,0.0,0.1625,0.0,0.0,0.041666666666666664,0.0,0.4708333333333333,0.0,0.029166666666666667,0.1,0.0,0.0,0.0,0.004166666666666667,0.0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.3,290,43,3121,15,4.0,8.0,0.0,0.0,18.0,21.0,0.0,0.0,0.0,0.0,30.0,0.0,7.0,5.0,0.0,104.0,0.0,1.0,14.0,3.0,0.0,0.0,2.0,0.0,0.013745704467353952,0.027491408934707903,0.0,0.0,0.061855670103092786,0.07216494845360824,0.0,0.0,0.0,0.0,0.10309278350515463,0.0,0.024054982817869417,0.01718213058419244,0.0,0.35738831615120276,0.0,0.003436426116838488,0.048109965635738834,0.010309278350515464,0.0,0.0,0.006872852233676976,0.0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.4,267,37,2638,18,14.0,6.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,13.0,2.0,88.0,0.0,12.0,38.0,3.0,0.0,0.0,7.0,1.0,0.05343511450381679,0.022900763358778626,0.003816793893129771,0.0,0.0,0.04580152671755725,0.0,0.0,0.0,0.0,0.09923664122137404,0.0,0.022900763358778626,0.04961832061068702,0.007633587786259542,0.33587786259541985,0.0,0.04580152671755725,0.1450381679389313,0.011450381679389313,0.0,0.0,0.026717557251908396,0.003816793893129771,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.3,309,55,2885,21,16.0,3.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,10.0,0.0,78.0,0.0,1.0,65.0,2.0,0.0,11.0,4.0,0.0,0.038461538461538464,0.007211538461538462,0.002403846153846154,0.0,0.0,0.040865384615384616,0.0,0.0,0.0,0.0,0.08413461538461539,0.0,0.002403846153846154,0.02403846153846154,0.0,0.1875,0.0,0.002403846153846154,0.15625,0.004807692307692308,0.0,0.026442307692307692,0.009615384615384616,0.0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
